,기업명,휴폐업발생일자
1539,서울신용평가정보,20201031
1540,지오엠티,20210331
1541,가야서산지점,20210930
1542,일동후디스,20191231
1543,동성에이씨에스,20190102
1544,다이노나,20211108
1545,인터코리아맨파워시스템,20210120
1546,동성,20181231
1547,스타코(주)대불공장,20200318
1548,세보테크,20210405
1549,미주엔비켐,20210222
1550,서울신용평가정보(주)대구지점,20210930
1551,케이비오토시스(주)의령공장,20190422
1552,한우,20201231
1553,이촌회계법인대구분사무소,20190630
1554,신주냉장,20191231
1555,현대토목엔지니어링지점,20210331
1556,아주철강산업(주)포항공장,20220613
1557,에스에스오토랜드구미점,20201115
1558,수협유통,20181231
1559,한국샌드빅,20200610
1560,이노하이텍,20210615
1561,비브라운코리아,20201231
1562,대동피아이,20200630
1563,금강석유,20220630
1564,한성식품,20191231
1565,산호수출포장함안공장,20181231
1566,금산기술검사(창원),20211231
1567,현대회계법인,20190930
1568,비엠산업개발,20211231
1569,영도우리마트온산점,20191231
1570,동일산업(주)밀양공장,20210426
1571,에땅,20210630
1572,지성회계법인,20190416
1573,일동후디스,20191231
1574,은성브레이크,20201231
1575,에스제이수산,20201231
1576,컨버즈(주)_당진공장,20210430
1577,경인연소기술,20210430
1578,코디온인터내셔널,20220120
1579,팬시마음,20201231
1580,에스디엠,20210610
1581,낙원미래식품,20201231
1582,메가볼시티,20201130
1583,케이에스티일렉트로닉스,20201231
1584,클린환경,20200825
1585,해주,20200106
1586,성민종합건설,20200205
1587,부국해운,20220504
1588,바이오썬텍,20210511
1589,우리나눔,20210630
1590,엠디테크,20200131
1591,한국알박머터리얼즈,20210504
1592,베스텍컴홀딩스서울사무소,20190502
1593,한국경제신문서울센터,20220330
1594,팻마우스,20200617
1595,아가월드,20201231
1596,맑은세상영농조합법인,20201030
1597,지이엔피에스제1호위탁관리부동산투자회사,20200513
1598,회계법인두레,20181031
1599,회계법인두레,20181031
1600,대현회계법인,20210630
1601,법무법인한울부산분사무소,20191010
1602,성진이앤에스,20211201
1603,포텍,20210820
1604,월드시티산업,20220506
1605,에프엘텍스타일,20220630
1606,방하우스,20210810
1607,라온에너지,20200831
1608,인우테크,20201120
1609,효전건설,20200129
1610,한양정밀남동공단지점,20210331
1611,제민산업개발,20201224
1612,두정어패럴,20210331
1613,에이엠에스,20210629
1614,카이젠,20200827
1615,담터광주영업소,20201102
1616,누리켐광주지사,20190630
1617,하남전기(주)이공장,20190630
1618,남선산업(주)연탄사업부,20190630
1619,삼덕회계법인광주사무소,20200630
1620,서울신용평가정보(주)광주지점,20201031
1621,신성금형광주지점,20200630
1622,중도석유(주)가장주유소,20220421
1623,다이노나(주)대전지점,20211108
1624,한국보팍터미날,20190630
1625,금성연마공업(주)울산직매소,20181231
1626,한미상사울산영업소,20191231
1627,한미상사마산영업소,20191231
1628,형제기계공업(주)양산공장,20210908
1629,정호실업양산공장,20210630
1630,모텍,20200110
1631,한미상사진주영업소,20191231
1632,우성전기공업(주)창원공장,20210412
1633,일동후디스(주)마산지점,20191231
1634,큰길남강영업소,20200406
1635,우진일렉트로나이트(주)포항공장,20200630
1636,두레통상(주)왜관이공장,20201030
1637,청우식품구미지점,20220630
1638,피앤텔김천공장,20191231
1639,제일테크노스제이공장,20190603
1640,소디프비앤에프대구지점,20211025
1641,동산공업(주)제이공장,20200401
1642,고도화학(주)포항공장,20190630
1643,벽산페인트(주)전주지점,20200630
1644,성암산업(주)광양사업소,20200630
1645,코스모이엔지(주)군산공장,20190630
1646,신한철강공업(주)광양공장,20211221
1647,우진일렉트로나이트(주)광양공장,20200630
1648,서울바이오순천공장,20200630
1649,케이엠_익산공장,20220411
1650,흥양산업(주)이공장,20191231
1651,신한봉제(주)전주공장,20201105
1652,남호섬유전주공장,20200630
1653,금호통상여수지점,20190305
1654,영창중공업(주)옥과공장,20211231
1655,삼공사대불지점,20181231
1656,제일케미텍(주)진천공장,20210831
1657,애강리메텍제이공장,20181231
1658,장충동왕족발진천점,20200715
1659,계룡산업(주)연산공장,20200731
1660,부원공업(주)공주공장,20210309
1661,부원홀딩스,20210309
1662,선도전기,20200630
1663,노바테크인더스트리(주)충북공장,20200115
1664,동양텔레콤(주)아산공장,20210302
1665,선명농수산지점,20190329
1666,인바디천안공장,20181231
1667,티에스푸드앤시스템천안물류센터,20200930
1668,앨트웰(주)기능성의류연구소,20200825
1669,호혜섬유(주)사리공장,20200630
1670,유아이디 오창공장,20210917
1671,한미스위스광학(주)금산공장,20181231
1672,코캄논산공장,20201231
1673,태성기연천안공장,20191231
1674,남전물산장항공장,20201207
1675,보령바이오파마진천공장,20201231
1676,케이엠헬스케어,20200731
1677,웰텍(주)횡성지점,20190630
1678,원일유통횡성(하)주유소,20201231
1679,동우밸브콘트롤이천지점,20211031
1680,삼원금형정공(주)평택지점,20211214
1681,석영엔터프라이즈,20210630
1682,한일프라콘(주)덕평공장,20211020
1683,일성신약(주)안산공장,20201231
1684,보진재파주공장,20200615
1685,포탈하이웨이평택지점,20211130
1686,함소아제약향남공장,20200630
1687,태광공업(주)안산공장,20200206
1688,한립제일공장,20210601
1689,신진금고안산공장,20191231
1690,아이세이브존에스아이사업부,20190604
1691,주영,20181231
1692,부국티엔씨(주)피이사업부,20210101
1693,대신염직공업,20210630
1694,자강산업(주)의왕공장,20200715
1695,코반 제일지점,20211231
1696,소모에너지엔테크놀러지,20190331
1697,대일콘크리트(주)양주공장,20191231
1698,보령바이오파마아이맘,20201231
1699,신화공장,20201231
1700,서경,20220131
1701,지오인터내셔널,20190903
1702,에스코알티에스안성공장,20200630
1703,길림양행광주지점,20200630
1704,에이코글로벌,20200831
1705,광장(주)광일빌딩,20201112
1706,다산서울영업소,20190630
1707,소모옵티칼서울본부,20191106
1708,바이오니아서울사무소,20201231
1709,뱅뱅어패럴미아점,20200930
1710,뱅뱅어패럴잠실지점,20200630
1711,푸른기술가산공장,20191231
1712,삼원철강산업(주)역삼지점,20210331
1713,애강리메텍서울사무소,20181231
1714,대성팜,20201230
1715,대성팜,20190901
1716,두원서울사무소,20191231
1717,비엠글로벌(주)힐튼매장,20200601
1718,진영푸드(주)피자헛부산,20201231
1719,소디프비앤에프부산지점,20220223
1720,한미상사중부영업소,20191231
1721,창신정밀제이공장,20200630
1722,경보종합건설부산지점,20210630
1723,담터부산영업소,20201102
1724,삼영화학공업(주)부산직매소,20200701
1725,한립부산공장,20191226
1726,삼덕회계법인부산사무소,20200630
1727,원풍물산(주)대백프라자,20210630
1728,일동후디스(주)제주지점,20191231
1729,천마물산(주)신제주충전소,20181231
1730,제이에스앤에프테디베어뮤지엄,20191202
1731,부라다,20220128
1732,한국광유(주)사월주유소,20211231
1733,을화비산염색공장,20201130
1734,금성산업대구지점,20201231
1735,한서실업(주)비산공장,20211001
1736,시그너스정공대구공장,20211231
1737,경동흥업(주)인천공장,20210128
1738,애경유지공업(주)인천지점,20200731
1739,흥아로지스틱스인천영업소,20191031
1740,금빛,20191101
1741,디어포스송림직매장,20190220
1742,맑은환경산업(주)이공장,20220331
1743,희망성남교육,20200923
1744,동서환경,20210331
1745,타임물류,20220103
1746,베스텍에이엔디,20220630
1747,원타임,20210331
1748,범우플랜트,20210630
1749,한틀시스템,20181231
1750,고려창호,20201228
1751,아이엘사이언스,20200327
1752,지앤씨인터내셔널,20210831
1753,에스지퍼슨스,20201221
1754,삼봉,20211213
1755,혜성테크,20210121
1756,대주강건,20210630
1757,레스빠스,20200831
1758,세영코퍼레이션,20200930
1759,정진뉴어반,20210621
1760,세광이엔씨,20210915
1761,정플러스여행사,20201229
1762,중앙에이치에스,20210930
1763,성민티엔디,20220110
1764,피비케미칼,20211231
1765,태현이엔지,20200416
1766,화신기계상사부산지점,20210531
1767,라이즈스틸,20200630
1768,고운하이츠,20210630
1769,에스에이치비쥬얼,20220331
1770,대도상회,20200410
1771,에치케이텍,20190911
1772,케이디시스텍,20191021
1773,화인이앤지,20210630
1774,엠에스티코리아,20220228
1775,굿스틸,20200402
1776,원광도어,20200630
1777,코리아환경스마트,20210428
1778,세중,20211104
1779,혜원종합건축사사무소,20220630
1780,수정,20201231
1781,썸덱스월드,20220111
1782,태광공업,20200206
1783,어진철강시흥영업소,20210928
1784,한국커피물류,20201202
1785,프리즘,20211208
1786,썬앤쉴드,20211231
1787,태광공업(주)화성공장,20200206
1788,경남창호,20211031
1789,동경,20200731
1790,청우식품북부영업소,20210601
1791,이생테크건설,20190930
1792,서영신소재,20210315
1793,금원물류,20200804
1794,고려은단,20190630
1795,토마텍,20220630
1796,한우리외식산업,20200102
1797,대호레포츠,20220630
1798,제이타우젠트,20210831
1799,우림엔지니어링건축사사무소,20191231
1800,현우산기,20200430
1801,세화개발,20181231
1802,삼포식품,20191231
1803,상지정공제천지점,20190920
1804,미주공업,20210630
1805,포나후렉스천안사업장,20211231
1806,천우테크장항공장,20210430
1807,비엠시스,20201109
1808,국제에스티,20181231
1809,은백,20211231
1810,일우영농조합법인,20210707
1811,청우식품포항영업소,20211231
1812,와이케이테크,20200630
1813,엔타스시스템,20200731
1814,비씨엠,20200921
1815,유완전자,20200228
1816,서한공업녹산공장,20210514
1817,글로벌마케팅네트웍스,20210201
1818,유니윌,20220408
1819,에쓰브이씨,20190331
1820,부국정밀이공장,20210302
1821,와이케이엠,20190820
1822,코텍사천공장,20191231
1823,삼성콘크리트밀양공장,20200728
1824,대한산업,20191231
1825,석진이엔티,20220203
1826,대호스톤,20210611
1827,갤러리아포레,20211012
1828,용산제이에스,20211209
1829,금산인터내셔널,20220422
1830,청아,20210325
1831,최신이피피이피에스,20200530
1832,한정농산영농조합법인,20201231
1833,코너스톤씨앤씨,20200925
1834,드림디카시스템즈용산민자,20190826
1835,큐로컴,20210601
1836,휴럼,20210715
1837,서울신용평가정보,20210228
1838,영화기업(주)성창빌딩,20200904
1839,서울신용평가정보(주)원주지점,20210930
1840,진미식품대전영업소,20200731
1841,서울라이트타워,20220728
1842,에콘힐,20200915
1843,새한가스선,20190501
1844,성주화성,20210809
1845,진승글로벌푸드,20211231
1846,비케이판넬,20200804
1847,시노백바이오텍코리아,20211217
1848,미림,20200114
1849,진영테크,20210228
1850,하나디엔씨,20210224
1851,화이트윙시스템,20211231
1852,카이로스,20191210
1853,엠제이푸드,20220117
1854,영신테크,20190930
1855,동연,20200831
1856,기선,20200630
1857,초록마을알에스,20210909
1858,대성유통,20200331
1859,바이오스타코리아,20210831
1860,바이오맥,20201231
1861,신성엔지니어링,20220207
1862,월드중공업,20210205
1863,디엠씨시스,20201130
1864,관세법인건국브릿지,20190328
1865,원일유통여주(상)주유소,20201231
1866,씨스페이시스개나리점,20220731
1867,아이엠피,20191231
1868,중앙에너비스중부주유소,20200331
1869,엘에프푸드,20191231
1870,씨스페이시스대전구장,20220331
1871,신포우리식품(대전지점),20191115
1872,삼천리렌트카,20200601
1873,씨스페이시스한화콘도,20190410
1874,오르페오사운드웍스,20220228
1875,세츠,20190515
1876,삼성우등관광대전지점,20190826
1877,유일석면환경,20211008
1878,국제에스티,20181231
1879,휴먼팩,20220630
1880,쇼앤아트,20200331
1881,율성건설,20210531
1882,농업회사법인아라리촌,20200630
1883,평창머쉬룸,20211209
1884,아이뎀아이,20210331
1885,엠파크시설관리,20200714
1886,명지하우징,20211231
1887,엘에이치,20220415
1888,서진하이텍,20200831
1889,케이에이엠,20201231
1890,줌인터넷,20190523
1891,앨토씨엔에스,20200630
1892,비엔에스,20210201
1893,효림종합건설,20210927
1894,모바일테크,20210210
1895,치선종합건설,20210521
1896,엔에스아이엘씨,20190502
1897,정통,20210113
1898,그린로직스,20200830
1899,칼소닉칸세이코리아(주)제이공장,20220325
1900,밸류팩토리,20210831
1901,우리마트가락점,20210226
1902,한국경제경영연구원광주광역시지원,20201207
1903,한국경제경영연구원전북지원,20190923
1904,이스토우조명앤뷰티컨설팅,20201231
1905,디에이티마리타임,20210326
1906,지움건설,20200626
1907,아라코리아,20220425
1908,펍지,20201202
1909,마더스바이오메드,20220316
1910,경기체육발전,20210503
1911,케이미트서울,20200831
1912,리더스,20220531
1913,동진기업,20191219
1914,거성이엔씨,20211231
1915,엠에스에이치이엔씨,20200630
1916,윤,20201231
1917,하이테크시스템,20191209
1918,폴리백코리아,20220510
1919,반도건설,20210208
1920,동표,20201201
1921,티에스아이,20200831
1922,우리골프백화점,20201124
1923,토요타동일모터스,20210331
1924,해성산업개발(주)서울지점,20200630
1925,서웅이엔씨,20210820
1926,정우시스넷,20220621
1927,금비산업,20200810
1928,삼이시스템,20220331
1929,석창영농조합법인,20210630
1930,컨벤션헤리츠,20201202
1931,엠아이앤전자,20211231
1932,한길푸드,20200430
1933,우영,20200115
1934,펀트,20201231
1935,더지엘,20220629
1936,대가운수(주)서울지점,20190331
1937,대가운수(주)경기지점,20190213
1938,토경,20220331
1939,대가운수(주)대전지점,20200611
1940,대가운수(주)대구지점,20200611
1941,대가운수(주)경북지점,20200611
1942,케이에스씨,20200116
1943,대가운수(주)울산지점,20190807
1944,씨앤토트시스템,20201001
1945,엘에스지,20210412
1946,성제,20191231
1947,페라리스파워,20211109
1948,우진식자재도매센터,20220314
1949,오양이피,20200525
1950,오로라레텍,20220731
1951,하와이커뮤니케이션즈,20201208
1952,용프레시미트,20191219
1953,성명조경,20220302
1954,조은마루,20211231
1955,매일상조,20200731
1956,지이아이티,20191122
1957,비올,20201201
1958,이한육가공,20200731
1959,태창산업,20220322
1960,베프스,20210331
1961,이나우모바일,20191231
1962,유성스텐,20200930
1963,푸른체육,20210930
1964,지성테크,20200221
1965,신성콘크리트공업,20200731
1966,경주테지움,20211123
1967,성진토건,20210305
1968,나경주택,20190731
1969,아이제이인터내셔널,20210827
1970,케이엘에프,20211116
1971,에스알,20210531
1972,타마스,20220630
1973,조은포크육가공,20211231
1974,아모제산업(주)물류센터,20190926
1975,푸드원시화지점,20220408
1976,큐젠바이오텍,20210426
1977,이영산업기계,20220331
1978,태창기업(주)완주지점,20211019
1979,한국선박기술,20200930
1980,제이스,20210630
1981,반도수중무역,20201030
1982,우리엔지니어링,20201231
1983,인콤,20211215
1984,대호커뮤니케이션,20200630
1985,엑시스금융서비스,20210501
1986,대영관광,20200630
1987,바른정보기술,20200430
1988,마린마스타,20210930
1989,비케이씨코오포레이션,20220630
1990,이노아이오,20200630
1991,타스,20191231
1992,크라우스마파이코리아,20210106
1993,케이피피,20210527
1994,지우몰,20220721
1995,비투지코리아,20210802
1996,고려생활건강,20211215
1997,다본,20220615
1998,한국에이버리알아이에스,20210604
1999,에이티알,20210531
2000,디에이치컨설팅,20210630
2001,마이핏,20220630
2002,기연정공,20190625
2003,태일산업,20200331
2004,중앙제어시스콘,20190829
2005,썬스타엔텍,20201221
2006,매크로이빈,20220629
2007,목마실업,20191231
2008,금오스마트,20220630
2009,장나라미트,20211130
2010,이노이엔지,20200930
2011,태성회계법인안산분사무소,20190331
2012,케이엔제이코리아,20200813
2013,모션오토파츠,20211111
2014,이노라이즈컴퍼니,20220430
2015,소프트크로스,20200114
2016,이노티아이에이,20210611
2017,풍성,20200615
2018,에이치제이건설,20210105
2019,위니텍,20200218
2020,사담온,20200921
2021,옵트,20210726
2022,디앤엔인터내셔날,20211231
2023,샘결,20200930
2024,녹채원푸드시스템강남조선사,20211231
2025,이멕,20201130
2026,포스토피아대전센터,20200110
2027,포스토피아광주센터,20200131
2028,포스토피아대구센터,20200717
2029,포스토피아제주센터,20191201
2030,청명산업,20210101
2031,티씨티제삼공장,20201231
2032,경진피앤디,20200819
2033,이원엔지니어링,20200630
2034,피시피아,20190531
2035,아카온,20200107
2036,청솔노인요양센터,20191231
2037,주영토건,20191231
2038,투고건설,20201007
2039,승화프랜트산업(주)홍성지점,20200903
2040,에스엠메디칼상사,20210217
2041,한국광성전자,20201113
2042,에이티건설,20220331
2043,유진로봇지나월드,20200904
2044,신우티엔씨,20220629
2045,삼마건설,20210831
2046,한특,20200804
2047,기성금속(주)화전공장,20200630
2048,삼보에이앤티(주)아산공장,20181231
2049,디앤에스텍,20210430
2050,쿤스,20200131
2051,에이치엔티마케팅,20200929
2052,정수이엔지(주)천안지점,20210630
2053,보성공업해양기전사업소,20210630
2054,해덕파워웨이,20211130
2055,해덕파워웨이,20190218
2056,삼라홀딩스,20191112
2057,강동레미콘,20191231
2058,나남에이엘디(주) 인천지점,20200922
2059,성원기술개발(주) 서울지점,20190426
2060,트루아이즈,20220218
2061,에스에프에프에스,20200928
2062,글로벌엔지니어링테크놀로지,20200831
2063,경전산업장림공장,20210930
2064,비타,20200131
2065,유초플래닝,20191218
2066,비츠로애드컴,20220531
2067,조은수산,20210915
2068,조아로지스,20190930
2069,뉴한시스,20210903
2070,월산테크,20200225
2071,아이엠테크,20201231
2072,거목퍼니처,20201031
2073,아모제산업(주)음성씨케이공장,20190926
2074,코단에코크리트,20200423
2075,동강레저,20190601
2076,레이크머티리얼즈,20200406
2077,거제엔지니어링,20200928
2078,위저드,20200120
2079,코마글로벌,20220413
2080,진두아이에스대전지사,20211231
2081,세종앤파트너스,20210131
2082,더에스펀,20211022
2083,유인환경산업,20220311
2084,씨지테크,20200630
2085,디케이메디칼솔루션,20200107
2086,디케이메디칼솔루션,20200107
2087,씨케이글로벌파트너스,20191122
2088,다해,20200914
2089,대신네트웍스(주)춘천지점,20210430
2090,성보개발(주)공도사업소,20220429
2091,디오플렉스,20210930
2092,한양계전,20220602
2093,아트페이퍼,20220630
2094,보폭스,20190731
2095,건농,20200731
2096,제이오,20191105
2097,링코제일이화여대점,20200630
2098,카라앤케이,20201231
2099,에스지디앤씨,20210927
2100,종하이앤씨문수로주유소,20181231
2101,종하이앤씨유명주유소,20181231
2102,델시코리아,20201223
2103,한아테크,20191122
2104,티비티종합건설,20200515
2105,더블맥스,20220331
2106,한울대전지점,20201231
2107,만나,20220502
2108,부강축산,20210412
2109,동산산업단지개발,20220331
2110,광일기업청주지점,20210215
2111,유텔에스케이벤티움지점,20210121
2112,다해에프앤씨,20211210
2113,워크시스,20211117
2114,다우스틸,20191129
2115,티피엠로지스,20220630
2116,비퀘스트,20210611
2117,계진푸드,20201231
2118,진영건축사사무소,20210430
2119,에스앤씨이엔지,20211231
2120,솔향,20210423
2121,동안물산,20201209
2122,아이엠에이플러스,20220531
2123,세기전력,20220128
2124,유진인터내셔널,20210731
2125,세신데코,20220613
2126,진미식품괴산공장,20200731
2127,동현,20210419
2128,위니아글로벌테크,20191001
2129,메리트,20201231
2130,인터피아에프티,20200731
2131,중원철강,20211130
2132,유앤오일넷,20200921
2133,엔지스커뮤니케이션즈,20200203
2134,동일화성,20200831
2135,거목엔지니어링,20201231
2136,이지스자산운용(주)피에스코이프사모부동산투자신탁일,20210317
2137,지앤클라우드,20201229
2138,뉴플러스커뮤니케이션,20200229
2139,영광레미콘,20210621
2140,정선산나물장아찌영농조합법인,20220111
2141,아모,20211231
2142,천안타일,20201231
2143,동창식품,20200710
2144,수호이미지테크놀로지,20201229
2145,에스디에스,20191231
2146,한국예건종합건설,20210416
2147,인성이엔씨,20191231
2148,제림이엔지제이공장지점,20201231
2149,세명비에스테크,20201231
2150,씨티에스,20201030
2151,동남브이피피,20200420
2152,강남대성기숙학원,20210202
2153,에스카,20211117
2154,티플러스,20200630
2155,티씨에스원,20210901
2156,하이딥,20220427
2157,에코오가닉코리아,20220408
2158,팬굿필,20210131
2159,에이프로,20200422
2160,원파워영월공장,20191231
2161,블루네트웍스중부지사,20190228
2162,대지이앤씨산업(주)인천동부지점,20200630
2163,가로,20210207
2164,성한,20220430
2165,덕현개발,20220423
2166,블리츠웨이,20211207
2167,티유플렉스,20210630
2168,월드석재산업,20200811
2169,삼현이엔에스,20220102
2170,이공엔지니어링,20191231
2171,인앤인시스템,20191231
2172,진덕공사,20200605
2173,미건,20220506
2174,새한이앤에스,20190918
2175,자오,20211130
2176,서호토건,20200422
2177,코디아이,20191231
2178,알로드,20211129
2179,농업회사법인한솔에프앤비,20210430
2180,하이네트웍스,20190507
2181,바이웹,20200429
2182,티앤씨팜,20200611
2183,홍우비앤티안성지점,20220630
2184,바루소프트,20210319
2185,케이알제5호위탁관리부동산투자회사,20210930
2186,해커스종로,20201102
2187,오토이십오시종합자동차서비스,20200713
2188,해우림,20191129
2189,동북쇼핑,20211227
2190,에스아이시스템,20191231
2191,오앤케이테크,20211130
2192,베네스킨코스메틱,20210714
2193,에이치티씨까사빌신촌,20191230
2194,진도에프앤청담점,20211231
2195,태정전척,20181231
2196,에이프로젠케이아이씨포항플랜트지점,20190429
2197,크리,20200630
2198,담터대궁영업,20201102
2199,조흥,20200930
2200,코리아프리프로그래픽앤씨스템,20210914
2201,성심투자개발,20191231
2202,제이더블유엘,20191231
2203,산청식품,20210909
2204,코온,20211101
2205,주아성테크노대구지점,20201231
2206,세아테크,20220208
2207,대진금속,20190630
2208,디지털프라자금천지점,20220630
2209,디자인미래감,20200831
2210,에스엘테크,20211231
2211,효종원,20220707
2212,우영에이텍,20201231
2213,제오젠,20190313
2214,파인,20220430
2215,윤우정밀,20220104
2216,에이알에이엔피에스제2호위탁관리부동산투자회사,20201203
2217,이륜,20200430
2218,쏘그웨어,20201031
2219,예원에스앤에스,20200805
2220,건동하이텍,20210228
2221,이노캡,20191101
2222,대한주택관리개봉두산아파트관리사무소,20191231
2223,세무법인효림,20200930
2224,동강축산유통,20220725
2225,뉴삼성자동차운전전문학원,20190424
2226,케이아이씨,20200430
2227,씨스페이시스코엑스점,20190331
2228,한빛인프라소닉,20220701
2229,센주금속공업(주)한국지점,20210412
2230,동인하이텍(주)부천사업장,20220718
2231,명선헌,20190818
2232,우성바이오텍,20200321
2233,세무법인효림북대구지사,20200930
2234,컨버즈,20190613
2235,디자인이즈,20211126
2236,성이약품,20211231
2237,지인씨엘,20211031
2238,엔케이세미,20210331
2239,에이치에스인터네셔날아이앤씨,20201105
2240,에이앤시텍,20210930
2241,우진코아,20191106
2242,사이언스테크널러지코리아,20210930
2243,청정웰푸드,20200331
2244,파티시에,20211018
2245,아음,20201231
2246,디에이치메탈,20200331
2247,지비솔루션즈,20190910
2248,메타넷애자일,20210104
2249,모던케이블,20220630
2250,천부산업,20200429
2251,대승전자,20210630
2252,성일씨에스,20200923
2253,자안그룹,20220131
2254,블루칩스,20200531
2255,디맥이앤지,20191231
2256,리더스건축,20220629
2257,법무법인넥서스,20210517
2258,구츠,20211130
2259,코지,20200630
2260,바이소테크,20211110
2261,서리를잊고사는마을,20211117
2262,와이앤제이사이언스,20200928
2263,한빛향료제2공장,20210331
2264,이디지씨헬스케어,20200922
2265,세종아이씨티,20210324
2266,에이엔디코리아,20200429
2267,에이치비에스코리아,20220430
2268,현진해양,20210331
2269,지케이,20201105
2270,세기산기,20200801
2271,새서울엔지니어링지점,20200630
2272,예건광주지점,20200912
2273,신화기업,20220630
2274,글로벌기전,20200630
2275,일광레저개발,20201211
2276,씨프레쉬,20201231
2277,에스에이치케이홀딩스,20211230
2278,엔퍼스,20210112
2279,에코이엔지,20200731
2280,자오,20210203
2281,청신물산,20201231
2282,회계법인바른,20190531
2283,한일물산(주)소사직매장,20190726
2284,대금,20201210
2285,태일환경(주)여주지점,20210924
2286,에스제이,20210910
2287,이오드림,20210430
2288,트러스와이제칠호위탁관리부동산투자회사,20190418
2289,위너아이앤디,20211231
2290,케이지씨에스에너지,20190524
2291,광성(주)고성공장,20220331
2292,피브이에스컴퍼니,20200630
2293,허니비에프앤비,20200225
2294,나래종합건설,20201120
2295,아이센티아코리아,20210131
2296,뉴강남고속관광,20220331
2297,남양주축협가공센터서울분사,20210422
2298,부광조선,20200630
2299,코콤대구지점,20181231
2300,이엔에스코,20210614
2301,넥스트모티브,20191031
2302,엠아이텍,20200709
2303,인텍씨엔디,20210902
2304,인베니아브이,20191004
2305,신나래텍,20191010
2306,삼현산업,20220630
2307,참자연,20220726
2308,경일이엔지,20220321
2309,엘에이치마이홈삼차유동화전문(,20210819
2310,지멤스,20210226
2311,매드잇,20191101
2312,지풍,20200220
2313,비트,20201231
2314,탑클래스투어,20200714
2315,해나래영농조합법인,20211119
2316,우람엔지니어링(주)김포지점,20210810
2317,제세종합건설(주)해운대지점,20220131
2318,대지화학충주공장,20210630
2319,장안알프스,20220630
2320,링코제일물류센터점,20201231
2321,구명약품,20211231
2322,풍진건설,20210308
2323,어울푸름,20220214
2324,이텍네트웍스,20220531
2325,솔루스온,20210930
2326,명지상사,20220624
2327,정도시멘트,20210630
2328,성일경금속,20200508
2329,투비씨앤씨,20200603
2330,부광이엔지,20210731
2331,엘에스티소하리센터,20200618
2332,체리티컴퍼니,20191231
2333,오엠케이,20191217
2334,유가축산유통,20220331
2335,만금캐스탑,20200717
2336,우림기업,20210720
2337,미래수김포지점,20200929
2338,워프비전오창지점,20210615
2339,피제이전자,20181231
2340,남부산업(주)아산아스콘,20200331
2341,퍼시픽미트,20210228
2342,아시아디앤씨,20200723
2343,성원모터스,20220731
2344,티레모,20220331
2345,기평디엔씨,20211231
2346,제이에스메캐닉,20220512
2347,지앤시스템,20200727
2348,서광건설,20220428
2349,에스지테크,20200430
2350,울산스틸,20220430
2351,삼성산업,20201030
2352,희성산업,20211001
2353,올리콘라이볼트베큠코리아,20220608
2354,광은전자,20201208
2355,대지철강,20210810
2356,국제,20200518
2357,데이타뱅크시스템즈부산지사,20190330
2358,와이알컴퍼니,20201231
2359,스타일쉐어,20211229
2360,러비앙,20210710
2361,동방자원,20200421
2362,토오즐,20211215
2363,시원케미칼,20200630
2364,에녹아이엔씨,20220329
2365,위그린,20210226
2366,한일종합기계(주)담양공장,20211117
2367,유인솔루션,20200331
2368,제이케이블리스,20190618
2369,랩,20211231
2370,에이치전주기업구조조정부동산투자회사,20180731
2371,서현금속,20210331
2372,일일산업,20200827
2373,제이에스공업,20200602
2374,오룡,20210628
2375,에프디엑스안전관리인증교육원,20191231
2376,성목안전기술원,20201029
2377,제이패밀리,20211216
2378,대종물산,20211108
2379,태린메디칼,20220208
2380,하나로지스,20210831
2381,에이치피아이,20220801
2382,동양텔레콤(주)전자사업부,20210302
2383,네스트팜,20211018
2384,액션서울,20200731
2385,동주야,20211231
2386,메인트넌스원,20191202
2387,에이플러스비,20211223
2388,케이투그린상역,20201230
2389,농업회사법인전북농식품,20200831
2390,옥전유통,20220131
2391,에이치앤엔,20210930
2392,국제씨푸드,20211231
2393,주영엔지니어링,20220330
2394,씨앤물류,20210623
2395,정선레미콘동북공장,20190503
2396,삼성문화인쇄(주)지점,20190930
2397,자작나눔,20220613
2398,우림,20220215
2399,신영이앤지,20200429
2400,중앙전기건설,20210831
2401,대일콘크리트,20201231
2402,한준에프알레미콘사업부,20201231
2403,신명산업(주)직매장,20211231
2404,영농조합법인송원에이피씨,20200928
2405,대양종합주방,20220430
2406,엠씨엔미디어,20220415
2407,성근물산,20210302
2408,디자인케이,20220430
2409,아이앤필,20200523
2410,큐앤에스시스템,20200622
2411,디앤씨케스테크,20201005
2412,신대륙금속,20200605
2413,누믹스,20201231
2414,미르케미칼,20200807
2415,성신텔레콤,20200609
2416,직지미디어센타,20200630
2417,한국엔지니어링,20210831
2418,와이즈엔텍,20200504
2419,와이즈엔텍,20200504
2420,케이씨글로벌,20201112
2421,빅오이,20210201
2422,씨앤케이모터스,20210430
2423,비트망고,20210302
2424,글로커팩토리,20210902
2425,대일물류,20220401
2426,천지실업,20200630
2427,신창전력,20201230
2428,해인,20200831
2429,우일씨엔지,20210906
2430,동림중공업,20200331
2431,농업회사법인(주)바이오플러스,20220610
2432,진성레미컨(주)청주공장,20210531
2433,썬라이즈해운,20210429
2434,삼화코퍼레이션,20201231
2435,세솔반도체,20210907
2436,선우이엔씨,20210204
2437,화성통신이엔지,20220531
2438,굿모닝레지던스호텔휴,20211230
2439,푸드앤쿡,20191223
